i,j,x,y,rho,u,v,p,in_wedge
43,0,2.1750,0.0250,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
44,0,2.2250,0.0250,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
45,0,2.2750,0.0250,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
46,0,2.3250,0.0250,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
47,0,2.3750,0.0250,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
48,0,2.4250,0.0250,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
49,0,2.4750,0.0250,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
50,0,2.5250,0.0250,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
51,0,2.5750,0.0250,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
52,0,2.6250,0.0250,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
53,0,2.6750,0.0250,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
54,0,2.7250,0.0250,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
55,0,2.7750,0.0250,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
56,0,2.8250,0.0250,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
57,0,2.8750,0.0250,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
58,0,2.9250,0.0250,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
59,0,2.9750,0.0250,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
60,0,3.0250,0.0250,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
61,0,3.0750,0.0250,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
62,0,3.1250,0.0250,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
63,0,3.1750,0.0250,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
64,0,3.2250,0.0250,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
65,0,3.2750,0.0250,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
66,0,3.3250,0.0250,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
67,0,3.3750,0.0250,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
68,0,3.4250,0.0250,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
69,0,3.4750,0.0250,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
70,0,3.5250,0.0250,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
71,0,3.5750,0.0250,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
72,0,3.6250,0.0250,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
73,0,3.6750,0.0250,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
74,0,3.7250,0.0250,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
75,0,3.7750,0.0250,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
76,0,3.8250,0.0250,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
77,0,3.8750,0.0250,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
78,0,3.9250,0.0250,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
79,0,3.9750,0.0250,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
80,0,4.0250,0.0250,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
81,0,4.0750,0.0250,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
82,0,4.1250,0.0250,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
83,0,4.1750,0.0250,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
84,0,4.2250,0.0250,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
85,0,4.2750,0.0250,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
86,0,4.3250,0.0250,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
87,0,4.3750,0.0250,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
88,0,4.4250,0.0250,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
89,0,4.4750,0.0250,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
90,0,4.5250,0.0250,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
91,0,4.5750,0.0250,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
92,0,4.6250,0.0250,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
93,0,4.6750,0.0250,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
94,0,4.7250,0.0250,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
95,0,4.7750,0.0250,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
96,0,4.8250,0.0250,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
97,0,4.8750,0.0250,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
98,0,4.9250,0.0250,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
99,0,4.9750,0.0250,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
100,0,5.0250,0.0250,1.000000e+00,5.916080e+00,1.251080e-17,1.000000e+00,0
101,0,5.0750,0.0250,1.000000e+00,5.916080e+00,1.446800e-16,1.000000e+00,0
102,0,5.1250,0.0250,1.000000e+00,5.916080e+00,-9.543704e-17,1.000000e+00,0
103,0,5.1750,0.0250,1.000000e+00,5.916080e+00,-4.413364e-15,1.000000e+00,0
104,0,5.2250,0.0250,1.000000e+00,5.916080e+00,-5.099178e-14,1.000000e+00,0
105,0,5.2750,0.0250,1.000000e+00,5.916080e+00,-5.356665e-13,1.000000e+00,0
106,0,5.3250,0.0250,1.000000e+00,5.916080e+00,-5.558897e-12,1.000000e+00,0
107,0,5.3750,0.0250,1.000000e+00,5.916080e+00,-5.730269e-11,1.000000e+00,0
108,0,5.4250,0.0250,1.000000e+00,5.916080e+00,-5.846199e-10,1.000000e+00,0
109,0,5.4750,0.0250,1.000000e+00,5.916080e+00,-5.853377e-09,1.000000e+00,0
110,0,5.5250,0.0250,1.000000e+00,5.916080e+00,-5.813006e-08,1.000000e+00,0
111,0,5.5750,0.0250,1.000001e+00,5.916080e+00,-5.941263e-07,1.000001e+00,0
112,0,5.6250,0.0250,1.000007e+00,5.916078e+00,-6.243542e-06,1.000010e+00,0
113,0,5.6750,0.0250,1.000076e+00,5.916062e+00,-6.598210e-05,1.000106e+00,0
114,0,5.7250,0.0250,1.000788e+00,5.915892e+00,-6.880774e-04,1.001105e+00,0
115,0,5.7750,0.0250,1.007851e+00,5.914094e+00,-7.068007e-03,1.011235e+00,0
116,0,5.8250,0.0250,1.065319e+00,5.890439e+00,-6.791503e-02,1.112325e+00,0
117,0,5.8750,0.0250,1.410591e+00,5.652425e+00,-4.076795e-01,2.031200e+00,0
118,0,5.9250,0.0250,2.636210e+00,4.942211e+00,-1.035134e+00,6.856683e+00,0
119,0,5.9750,0.0250,6.977631e+00,2.874570e+00,-7.078520e-01,3.376407e+01,0
120,0,6.0250,0.0250,1.143617e+01,1.890495e+00,-2.107014e-01,6.472952e+01,0
121,0,6.0750,0.0250,1.115312e+01,2.000263e+00,-6.570330e-02,6.237412e+01,0
122,0,6.1250,0.0250,1.065117e+01,2.179235e+00,-3.882662e-02,5.826324e+01,0
123,0,6.1750,0.0250,1.027913e+01,2.321705e+00,-2.341151e-02,5.502490e+01,0
124,0,6.2250,0.0250,1.000419e+01,2.428859e+00,-1.744260e-02,5.267191e+01,0
125,0,6.2750,0.0250,9.750848e+00,2.526304e+00,-1.311675e-02,5.054986e+01,0
126,0,6.3250,0.0250,9.503501e+00,2.613550e+00,-8.775057e-03,4.859405e+01,0
127,0,6.3750,0.0250,9.254531e+00,2.700798e+00,-5.710040e-03,4.664310e+01,0
128,0,6.4250,0.0250,9.009713e+00,2.784237e+00,-2.644478e-03,4.478287e+01,0
129,0,6.4750,0.0250,8.798697e+00,2.857040e+00,-4.825664e-04,4.318904e+01,0
130,0,6.5250,0.0250,8.597636e+00,2.927251e+00,8.391202e-04,4.169443e+01,0
131,0,6.5750,0.0250,8.401942e+00,2.995604e+00,2.177391e-03,4.026130e+01,0
132,0,6.6250,0.0250,8.215720e+00,3.060758e+00,3.608290e-03,3.891522e+01,0
133,0,6.6750,0.0250,8.036142e+00,3.122875e+00,5.206353e-03,3.763330e+01,0
134,0,6.7250,0.0250,7.861339e+00,3.182889e+00,7.004900e-03,3.640088e+01,0
135,0,6.7750,0.0250,7.690517e+00,3.240904e+00,8.914115e-03,3.520736e+01,0
136,0,6.8250,0.0250,7.521237e+00,3.297536e+00,1.094268e-02,3.404279e+01,0
137,0,6.8750,0.0250,7.352695e+00,3.353052e+00,1.291461e-02,3.290600e+01,0
138,0,6.9250,0.0250,7.189865e+00,3.406032e+00,1.458710e-02,3.182603e+01,0
139,0,6.9750,0.0250,7.034778e+00,3.455898e+00,1.594048e-02,3.080102e+01,0
140,0,7.0250,0.0250,6.887932e+00,3.502888e+00,1.688466e-02,2.983085e+01,0
141,0,7.0750,0.0250,6.747790e+00,3.547658e+00,1.752709e-02,2.890765e+01,0
142,0,7.1250,0.0250,6.613098e+00,3.590896e+00,1.800238e-02,2.802614e+01,0
143,0,7.1750,0.0250,6.482343e+00,3.632716e+00,1.833460e-02,2.718215e+01,0
144,0,7.2250,0.0250,6.353184e+00,3.673477e+00,1.856364e-02,2.637480e+01,0
145,0,7.2750,0.0250,6.224008e+00,3.713310e+00,1.877486e-02,2.559958e+01,0
146,0,7.3250,0.0250,6.094769e+00,3.752409e+00,1.901083e-02,2.485725e+01,0
147,0,7.3750,0.0250,5.966304e+00,3.790634e+00,1.931064e-02,2.414192e+01,0
148,0,7.4250,0.0250,5.840386e+00,3.827928e+00,1.969271e-02,2.345254e+01,0
149,0,7.4750,0.0250,5.718124e+00,3.864022e+00,2.015413e-02,2.278528e+01,0
150,0,7.5250,0.0250,5.600816e+00,3.899024e+00,2.067128e-02,2.214257e+01,0
151,0,7.5750,0.0250,5.489153e+00,3.932900e+00,2.121966e-02,2.152350e+01,0
152,0,7.6250,0.0250,5.383406e+00,3.965804e+00,2.178285e-02,2.092976e+01,0
153,0,7.6750,0.0250,5.282815e+00,3.997537e+00,2.234682e-02,2.035769e+01,0
154,0,7.7250,0.0250,5.186475e+00,4.028130e+00,2.290729e-02,1.980704e+01,0
155,0,7.7750,0.0250,5.093449e+00,4.057447e+00,2.344258e-02,1.927510e+01,0
156,0,7.8250,0.0250,5.003149e+00,4.085695e+00,2.396241e-02,1.876295e+01,0
157,0,7.8750,0.0250,4.915081e+00,4.112778e+00,2.443333e-02,1.826801e+01,0
158,0,7.9250,0.0250,4.829153e+00,4.138962e+00,2.483709e-02,1.779200e+01,0
159,0,7.9750,0.0250,4.745301e+00,4.164145e+00,2.516297e-02,1.733166e+01,0
160,0,8.0250,0.0250,4.663431e+00,4.188643e+00,2.542647e-02,1.688777e+01,0
161,0,8.0750,0.0250,4.583433e+00,4.212344e+00,2.562186e-02,1.645747e+01,0
162,0,8.1250,0.0250,4.504823e+00,4.235419e+00,2.575517e-02,1.604077e+01,0
163,0,8.1750,0.0250,4.427702e+00,4.257821e+00,2.583557e-02,1.563579e+01,0
164,0,8.2250,0.0250,4.352042e+00,4.279829e+00,2.586228e-02,1.524412e+01,0
165,0,8.2750,0.0250,4.278282e+00,4.301528e+00,2.585678e-02,1.486517e+01,0
166,0,8.3250,0.0250,4.206376e+00,4.323188e+00,2.583349e-02,1.450076e+01,0
167,0,8.3750,0.0250,4.136454e+00,4.344756e+00,2.579407e-02,1.414891e+01,0
168,0,8.4250,0.0250,4.068169e+00,4.366360e+00,2.574426e-02,1.381081e+01,0
169,0,8.4750,0.0250,4.001176e+00,4.387645e+00,2.568381e-02,1.348208e+01,0
170,0,8.5250,0.0250,3.935348e+00,4.408746e+00,2.560905e-02,1.316418e+01,0
171,0,8.5750,0.0250,3.870763e+00,4.429431e+00,2.552008e-02,1.285363e+01,0
172,0,8.6250,0.0250,3.807862e+00,4.449959e+00,2.545203e-02,1.255359e+01,0
173,0,8.6750,0.0250,3.746657e+00,4.470133e+00,2.540568e-02,1.226107e+01,0
174,0,8.7250,0.0250,3.687228e+00,4.490096e+00,2.537133e-02,1.197897e+01,0
175,0,8.7750,0.0250,3.629535e+00,4.509762e+00,2.534210e-02,1.170433e+01,0
176,0,8.8250,0.0250,3.573323e+00,4.529337e+00,2.531316e-02,1.144058e+01,0
177,0,8.8750,0.0250,3.518774e+00,4.548802e+00,2.528192e-02,1.118445e+01,0
178,0,8.9250,0.0250,3.465177e+00,4.568216e+00,2.524654e-02,1.093881e+01,0
179,0,8.9750,0.0250,3.412737e+00,4.587445e+00,2.521178e-02,1.069895e+01,0
180,0,9.0250,0.0250,3.361087e+00,4.606427e+00,2.518012e-02,1.046804e+01,0
181,0,9.0750,0.0250,3.310721e+00,4.625122e+00,2.516051e-02,1.024141e+01,0
182,0,9.1250,0.0250,3.261762e+00,4.643486e+00,2.516045e-02,1.002353e+01,0
183,0,9.1750,0.0250,3.214153e+00,4.661577e+00,2.518216e-02,9.809525e+00,0
184,0,9.2250,0.0250,3.168168e+00,4.679315e+00,2.523350e-02,9.604580e+00,0
185,0,9.2750,0.0250,3.123311e+00,4.696760e+00,2.530578e-02,9.402972e+00,0
186,0,9.3250,0.0250,3.079818e+00,4.713809e+00,2.538900e-02,9.210047e+00,0
187,0,9.3750,0.0250,3.036962e+00,4.730531e+00,2.547745e-02,9.019760e+00,0
188,0,9.4250,0.0250,2.995143e+00,4.746855e+00,2.555080e-02,8.837706e+00,0
189,0,9.4750,0.0250,2.953469e+00,4.762978e+00,2.560917e-02,8.658572e+00,0
190,0,9.5250,0.0250,2.912489e+00,4.778706e+00,2.563543e-02,8.486860e+00,0
191,0,9.5750,0.0250,2.871436e+00,4.794314e+00,2.566087e-02,8.317673e+00,0
192,0,9.6250,0.0250,2.831179e+00,4.809506e+00,2.567460e-02,8.155610e+00,0
193,0,9.6750,0.0250,2.790823e+00,4.824567e+00,2.569015e-02,7.995045e+00,0
194,0,9.7250,0.0250,2.751751e+00,4.839186e+00,2.570556e-02,7.841795e+00,0
195,0,9.7750,0.0250,2.712583e+00,4.853656e+00,2.571631e-02,7.689255e+00,0
196,0,9.8250,0.0250,2.675343e+00,4.867681e+00,2.571968e-02,7.544307e+00,0
197,0,9.8750,0.0250,2.638169e+00,4.881681e+00,2.571756e-02,7.399758e+00,0
198,0,9.9250,0.0250,2.603299e+00,4.895216e+00,2.570202e-02,7.263126e+00,0
199,0,9.9750,0.0250,2.552652e+00,4.915050e+00,2.563309e-02,7.063827e+00,0
0,1,0.0250,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
1,1,0.0750,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
2,1,0.1250,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
3,1,0.1750,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
4,1,0.2250,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
5,1,0.2750,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
6,1,0.3250,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
7,1,0.3750,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
8,1,0.4250,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
9,1,0.4750,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
10,1,0.5250,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
11,1,0.5750,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
12,1,0.6250,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
13,1,0.6750,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
14,1,0.7250,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
15,1,0.7750,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
16,1,0.8250,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
17,1,0.8750,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
18,1,0.9250,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
19,1,0.9750,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
20,1,1.0250,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
21,1,1.0750,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
22,1,1.1250,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
23,1,1.1750,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
24,1,1.2250,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
25,1,1.2750,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
26,1,1.3250,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
27,1,1.3750,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
28,1,1.4250,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
29,1,1.4750,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
30,1,1.5250,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
31,1,1.5750,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
32,1,1.6250,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
33,1,1.6750,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
34,1,1.7250,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
35,1,1.7750,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
36,1,1.8250,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
37,1,1.8750,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
38,1,1.9250,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
39,1,1.9750,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
40,1,2.0250,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
41,1,2.0750,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
42,1,2.1250,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
43,1,2.1750,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
44,1,2.2250,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
45,1,2.2750,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
46,1,2.3250,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
47,1,2.3750,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
48,1,2.4250,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
49,1,2.4750,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
50,1,2.5250,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
51,1,2.5750,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
52,1,2.6250,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
53,1,2.6750,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
54,1,2.7250,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
55,1,2.7750,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
56,1,2.8250,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
57,1,2.8750,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
58,1,2.9250,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
59,1,2.9750,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
60,1,3.0250,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
61,1,3.0750,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
62,1,3.1250,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
63,1,3.1750,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
64,1,3.2250,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
65,1,3.2750,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
66,1,3.3250,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
67,1,3.3750,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
68,1,3.4250,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
69,1,3.4750,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
70,1,3.5250,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
71,1,3.5750,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
72,1,3.6250,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
73,1,3.6750,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
74,1,3.7250,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
75,1,3.7750,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
76,1,3.8250,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
77,1,3.8750,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
78,1,3.9250,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
79,1,3.9750,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
80,1,4.0250,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
81,1,4.0750,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
82,1,4.1250,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
83,1,4.1750,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
84,1,4.2250,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
85,1,4.2750,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
86,1,4.3250,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
87,1,4.3750,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
88,1,4.4250,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
89,1,4.4750,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
